OTU_ID,Lotus200,Lotus201,Lotus202,Lotus204,MockLabS3,NegContDNA1S79,NegContDNA2S80,NegContPCRS1,taxonomy
OTU_1054,0,0,0,0,0,0,0,0,Penicillium_parvum|AF033460|SH331304.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_parvum
OTU_1046,0,0,0,0,0,0,0,0,Sebacina_sp|LC003275|SH525747.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp
OTU_1048,0,0,0,0,0,0,0,0,Venturiaceae_sp|KT581884|SH523852.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unidentified;s__Venturiaceae_sp
OTU_1049,0,0,0,0,0,0,0,0,Pleosporales_sp|AB986463|SH527151.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1059,0,0,0,0,0,0,0,0,Amanita_arctica|UDB002308|SH194441.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_arctica
OTU_1058,0,0,0,0,0,0,0,0,Sebacina_sp|UDB000973|SH214610.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp
OTU_1055,0,0,0,0,0,0,0,0,Cladophialophora_chaetospira|AY781217|SH213273.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_chaetospira
OTU_1057,0,0,0,0,0,0,0,0,Mortierella_amoeboidea|HQ630346|SH183634.07FU|refs|k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_amoeboidea
OTU_1056,0,0,0,0,0,0,0,0,Pleosporaceae_sp|EU489946|SH187578.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__unidentified;s__Pleosporaceae_sp
OTU_1062,0,0,0,0,0,0,0,0,Lasiodiplodia_venezuelensis|DQ103547|SH122650.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__Lasiodiplodia_venezuelensis
OTU_1063,0,0,0,0,0,0,0,0,Calvatia_fragilis|AJ486957|SH226387.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Calvatia;s__Calvatia_fragilis
OTU_1065,0,0,0,0,0,0,0,0,Corymbiglomus_corymbiforme|KF060297|SH174645.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Corymbiglomus;s__Corymbiglomus_corymbiforme
OTU_1073,0,0,0,0,0,0,0,0,Macrolepiota_sp|AY243594|SH176805.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Macrolepiota;s__Macrolepiota_sp
OTU_1072,0,0,0,0,0,0,0,0,Phoma_sp|FJ752611|SH180415.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Phoma;s__Phoma_sp
OTU_1071,0,0,0,0,0,0,0,0,Trechisporales_sp|AY969674|SH187720.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unidentified;g__unidentified;s__Trechisporales_sp
OTU_1070,0,0,0,0,0,0,0,0,Herpotrichiellaceae_sp|JQ766431|SH197871.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp
OTU_1067,0,0,0,0,0,0,0,0,Tomentella_pisoniae|UDB002643|SH189373.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_pisoniae
OTU_1068,0,0,0,0,0,0,0,0,Mycena_oregonensis|JF908409|SH178374.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena;s__Mycena_oregonensis
OTU_1077,0,0,0,0,0,0,0,0,Ceriporiopsis_balaenae|FJ496668|SH202663.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Ceriporiopsis;s__Ceriporiopsis_balaenae
OTU_1076,0,0,0,0,0,0,0,0,Xylariales_sp|HQ607816|SH199218.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__Xylariales_sp
OTU_1078,0,0,0,0,0,0,0,0,Pyronemataceae_sp|KJ690091|SH207283.07FU|refs|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__unidentified;s__Pyronemataceae_sp
OTU_1080,0,0,0,0,0,0,0,0,Phanerochaete_sp|UDB014259|SH191853.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete;s__Phanerochaete_sp
OTU_1089,0,0,0,0,0,0,0,0,Pleosporales_sp|KT581746|SH522459.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1090,0,0,0,0,0,0,0,0,Herpotrichiellaceae_sp|KC445268|SH188917.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp
OTU_1082,0,0,0,0,0,0,0,0,Leucoagaricus_sp|JX133173|SH217549.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_sp
OTU_1083,0,0,0,0,0,0,0,0,Exophiala_equina|JF747094|SH197643.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_equina
OTU_1081,0,0,0,0,0,0,0,0,Cystobasidium_pinicola|AF444292|SH194775.07FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_pinicola
OTU_1085,0,0,0,0,0,0,0,0,Ascomycota_sp|HM239812|SH200249.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1095,0,0,0,0,0,0,0,0,Agaricomycetes_sp|JX042694|SH220644.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp
OTU_1094,0,0,0,0,0,0,0,0,Tetracladium_sp|FN397382|SH212690.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_sp
OTU_1091,0,0,0,0,0,0,0,0,Tubeufiaceae_sp|AY916487|SH202356.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__unidentified;s__Tubeufiaceae_sp
OTU_1092,0,0,0,0,0,0,0,0,Glomeraceae_sp|JN195679|SH219465.07FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_1099,0,0,0,0,0,0,0,0,Pleosporales_sp|HQ607792|SH204827.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1098,0,0,0,0,0,0,0,0,Chaetothyriales_sp|HQ608060|SH193982.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp
OTU_1097,0,0,0,0,0,0,0,0,Pluteus_sp|KM983679|SH531510.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__Pluteus_sp
OTU_1096,0,0,0,0,0,0,0,0,Sordariomycetes_sp|KC922140|SH217806.07FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unidentified;f__unidentified;g__unidentified;s__Sordariomycetes_sp
OTU_1103,0,0,0,0,0,0,0,0,Pluteus_stenotrichus|JN603201|SH079877.07FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__Pluteus_stenotrichus
OTU_1102,0,0,0,0,0,0,0,0,Pleosporales_sp|JN572046|SH180417.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1104,0,0,0,0,0,0,0,0,Thelephorales_sp|UDB026586|SH525613.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__unidentified;g__unidentified;s__Thelephorales_sp
OTU_1111,0,0,0,0,0,0,0,0,Fungi_sp|GU721885|SH207624.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1114,0,0,0,0,0,0,0,0,Thermoascus_crustaceus|JF412002|SH182515.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Thermoascus;s__Thermoascus_crustaceus
OTU_1108,0,0,0,0,0,0,0,0,Agaricales_sp|JN890135|SH179736.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_1107,0,0,0,0,0,0,0,0,Agaricomycetes_sp|FJ528680|SH175416.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp
OTU_1105,0,0,0,0,91,0,0,0,Leucopaxillus_sp|JQ639159|SH218493.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Leucopaxillus;s__Leucopaxillus_sp
OTU_1118,0,0,0,0,0,0,0,0,Entoloma_ater|UDB015259|SH185816.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_ater
OTU_1119,0,0,0,0,0,0,0,0,Strelitziana_africana|GQ850386|SH193002.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana;s__Strelitziana_africana
OTU_1117,0,0,0,0,0,0,0,0,Arthrographis_sp|KF385286|SH215551.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetidae_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;s__Arthrographis_sp
OTU_1120,0,0,0,0,0,0,0,0,Wallemiomycetes_sp|EU626069|SH187097.07FU|reps|k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Wallemiomycetes_sp
OTU_1123,0,0,0,0,0,0,0,0,Trichocomaceae_sp|FJ531049|SH220918.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__unidentified;s__Trichocomaceae_sp
OTU_1122,0,0,0,0,0,0,0,0,Sebacina_sp|JQ666564|SH214702.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__Sebacina_sp
OTU_1127,0,0,0,0,0,0,0,0,Hannaella_luteola|AF444323|SH180500.07FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Hannaella;s__Hannaella_luteola
OTU_1128,0,0,0,0,0,0,0,0,Marasmius_occultatiformis|KF774161|SH523903.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__Marasmius_occultatiformis
OTU_1134,0,0,0,0,0,0,0,0,Chlorophyllum_molybdites|AF482836|SH209451.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Chlorophyllum;s__Chlorophyllum_molybdites
OTU_1132,0,0,0,0,0,0,0,0,Leucoagaricus_orientiflavus|GU084262|SH190845.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_orientiflavus
OTU_1133,0,0,0,0,0,0,0,0,Penicillium_parvulum|EF422845|SH208529.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_parvulum
OTU_1130,0,0,0,0,0,0,0,0,Pleosporales_sp|JX496104|SH186935.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1131,0,0,0,0,0,0,0,0,Didymosphaeriaceae_sp|KP843455|SH526154.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__unidentified;s__Didymosphaeriaceae_sp
OTU_1129,0,0,0,0,0,0,0,0,Tremella_sp|EF619865|SH205316.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Tremella;s__Tremella_sp
OTU_1144,0,0,0,0,0,0,0,0,Pleosporales_sp|JN572046|SH180417.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1143,0,0,0,0,0,0,0,0,Basidiobolus_ranarum|EF392536|SH177567.07FU|refs|k__Fungi;p__Zygomycota;c__Zygomycota_cls_Incertae_sedis;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus_ranarum
OTU_1141,0,0,0,0,0,0,0,0,Aleuria_aurantia|DQ491495|SH215680.07FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Aleuria;s__Aleuria_aurantia
OTU_1147,0,0,0,0,0,0,0,0,Thelephoraceae_sp|EF411078|SH189552.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_1145,0,0,0,0,0,0,0,0,Trechispora_sp|JX317273|SH188024.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp
OTU_1149,0,0,0,0,0,0,0,0,Agaricus_comtulus|KM248905|SH525085.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus;s__Agaricus_comtulus
OTU_1148,0,0,0,0,0,0,0,0,Curvularia_hawaiiensis|HE792910|SH187565.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_hawaiiensis
OTU_1150,0,0,0,0,0,0,0,0,Aplosporella_papillata|EU101328|SH193869.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Aplosporellaceae;g__Aplosporella;s__Aplosporella_papillata
OTU_1151,0,0,0,0,0,0,0,0,Scolecobasidium_dendroides|FJ914704|SH219508.07FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Scolecobasidium;s__Scolecobasidium_dendroides
OTU_1152,0,0,0,0,0,0,0,0,Sporobolomyces_foliicola|AF444521|SH207117.07FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Sporobolomyces;s__Sporobolomyces_foliicola
OTU_1156,0,0,0,0,0,0,0,0,Tremellales_fam_Incertae_sedis_sp|JN581131|SH205048.07FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__unidentified;s__Tremellales_fam_Incertae_sedis_sp
OTU_1157,0,0,0,0,0,0,0,0,Elaphomycetaceae_sp|JQ318589|SH200234.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__unidentified;s__Elaphomycetaceae_sp
OTU_1158,0,0,0,0,0,0,0,0,Pluteus_thomsonii|FJ774084|SH178938.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__Pluteus_thomsonii
OTU_1164,0,0,0,0,0,0,0,0,Lophiostoma_macrostomum|GU827614|SH180705.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__Lophiostoma_macrostomum
OTU_1166,0,0,0,0,0,0,0,0,Helotiales_sp|KP963646|SH522468.07FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_1163,0,0,0,0,0,0,0,0,Fungi_sp|FN424106|SH205056.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1167,0,0,0,0,0,0,0,0,Pleosporales_sp|KU158164|SH525240.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_1172,0,0,0,0,0,0,0,0,Talaromyces_verruculosus|JN899367|SH119615.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_verruculosus
OTU_1173,0,0,0,0,0,0,0,0,Auriculariales_sp|FJ362282|SH200964.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__Auriculariales_sp
OTU_1170,0,0,0,0,0,0,0,0,Spencermartinsia_citricola|EU673323|SH419926.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dothidotthiaceae;g__Spencermartinsia;s__Spencermartinsia_citricola
OTU_1171,0,0,0,0,0,0,0,0,Ceratobasidiaceae_sp|DQ102402|SH186394.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp
OTU_1183,0,0,0,0,0,0,0,0,Penicillium_solitum|JQ796872|SH182523.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_solitum
OTU_1180,0,0,0,0,0,0,0,0,Orbiliomycetes_sp|DQ421193|SH202379.07FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__unidentified;f__unidentified;g__unidentified;s__Orbiliomycetes_sp
OTU_1185,0,0,0,0,0,0,0,0,Penicillium_cinnamopurpureum|AY213647|SH182556.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_cinnamopurpureum
OTU_1184,0,0,0,0,0,0,0,0,Thelephoraceae_sp|KF836011|SH189460.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_1179,0,0,0,0,0,0,0,0,Tumularia_sp|AY568066|SH198661.07FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Tumularia;s__Tumularia_sp
OTU_1177,0,0,0,0,0,0,0,0,Thelephoraceae_sp|UDB000219|SH189355.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_1175,0,0,0,0,0,0,0,0,Ascomycota_sp|HQ634655|SH208969.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1187,0,0,0,0,0,0,0,0,Entoloma_sp|KC898351|SH197360.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sp
OTU_1186,0,0,0,0,0,0,0,0,Xenopolyscytalum_pinea|HQ599581|SH202693.07FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Xenopolyscytalum;s__Xenopolyscytalum_pinea
OTU_1189,0,0,0,0,0,0,0,0,Trechisporales_sp|FJ820511|SH185925.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__unidentified;g__unidentified;s__Trechisporales_sp
OTU_1193,0,0,0,0,0,0,0,0,Clavulina_sp|UDB005058|SH220217.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__Clavulina_sp
OTU_1195,0,0,0,0,0,0,0,0,Aspergillus_pulvinus|EF652159|SH182543.07FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_pulvinus
OTU_1196,0,0,0,0,0,0,0,0,Basidiomycota_sp|FN565254|SH193764.07FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_1198,0,0,0,0,0,0,0,0,Melanophyllum_haematospermum|UDB015482|SH182295.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Melanophyllum;s__Melanophyllum_haematospermum
OTU_1212,0,0,0,0,0,0,0,0,Preussia_terricola|GQ203765|SH215538.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_terricola
OTU_1214,0,0,0,0,0,0,0,0,Fungi_sp|AB520432|SH220676.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1205,0,0,0,0,0,0,0,0,Ochrocladosporium_adansoniae|EF419930|SH192115.07FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ochrocladosporium;s__Ochrocladosporium_adansoniae
OTU_1210,0,0,0,0,0,0,0,0,Agaricales_sp|EU490060|SH175912.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_1203,0,0,0,0,0,0,0,0,Agaricaceae_sp|GU136165|SH175448.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__unidentified;s__Agaricaceae_sp
OTU_1206,0,0,0,0,0,0,0,0,Byssochlamys_zollerniae|FJ389933|SH200573.07FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Byssochlamys;s__Byssochlamys_zollerniae
OTU_1208,0,0,0,0,0,0,0,0,Agrocybe_praecox|UDB015619|SH176909.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Agrocybe;s__Agrocybe_praecox
OTU_1209,0,0,0,0,0,0,0,0,Atractiellales_sp|KF428440|SH206996.07FU|reps|k__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;f__unidentified;g__unidentified;s__Atractiellales_sp
OTU_1202,0,0,0,0,0,0,0,0,Thelephoraceae_sp|KF836011|SH189460.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_1204,0,0,0,0,0,0,0,0,Fungi_sp|JN936312|SH208524.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1200,0,0,0,0,0,0,0,0,Ascomycota_sp|KP306956|SH523178.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1207,0,0,0,0,0,0,14,0,Thelephoraceae_sp|HE820412|SH184616.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__Thelephoraceae_sp
OTU_1216,0,0,0,0,0,0,0,0,Atractosporocybe_inornata|UDB011752|SH175415.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Atractosporocybe;s__Atractosporocybe_inornata
OTU_1215,0,0,0,0,0,0,0,0,Archaeorhizomyces_sp|HM240215|SH204068.07FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1218,0,0,0,0,0,0,0,0,Pezizales_sp|JN704812|SH204543.07FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__unidentified;g__unidentified;s__Pezizales_sp
OTU_1223,0,0,0,0,0,0,0,0,Cortinarius_infractus|EU816664|SH222654.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_infractus
OTU_1224,0,0,0,0,0,0,0,0,Neopaxillus_dominicanus|JN033216|SH210130.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Neopaxillus;s__Neopaxillus_dominicanus
OTU_1230,0,0,0,0,0,0,0,0,Entoloma_cetratum|FR682185|SH185814.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_cetratum
OTU_1233,0,0,0,0,0,0,0,0,Fungi_sp|GU721694|SH207248.07FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1232,0,0,0,0,0,0,0,0,Coniothyrium_sidae|KF251149|SH211029.07FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Coniothyrium;s__Coniothyrium_sidae
OTU_1235,0,0,0,0,0,0,0,0,Ascomycota_sp|KT581752|SH530448.07FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
